srcStateName,srcYear,srcMonth,Settlement of Integrated goods and services tax ( IGST ),YearCode,Year,MonthCode,Month
Odisha,2018-19,Jun - 2018,293.1409944,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Jharkhand,2018-19,Jun - 2018,161.1489978,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Maharashtra,2018-19,Jun - 2018,1479.4520141,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Puducherry,2018-19,Jun - 2018,39.4267629,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Assam,2018-19,Jun - 2018,358.3514124,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Bihar,2018-19,Jun - 2018,719.0849117,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Uttar Pradesh,2018-19,Jun - 2018,1856.1465847,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Rajasthan,2018-19,Jun - 2018,843.3127965,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Delhi,2018-19,Jun - 2018,414.0696303,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Haryana,2018-19,Jun - 2018,309.6503271,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Uttarakhand,2018-19,Jun - 2018,17.0019006,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Chandigarh,2018-19,Jun - 2018,63.2744606,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Punjab,2018-19,Jun - 2018,472.6300906,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Jammu and Kashmir,2018-19,Jun - 2018,218.1886008,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Andaman and Nicobar Islands,2018-19,Jun - 2018,14.5082247,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Telangana,2018-19,Jun - 2018,818.7360047,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Andhra Pradesh,2018-19,Jun - 2018,748.6271535,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Tamil Nadu,2018-19,Jun - 2018,1052.8042716,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Kerala,2018-19,Jun - 2018,879.8942916,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Arunachal Pradesh,2018-19,May - 2018,25.5360376,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Andhra Pradesh,2018-19,May - 2018,655.5942962,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Haryana,2018-19,May - 2018,312.4327255,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Gujarat,2018-19,May - 2018,473.2623522,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Sikkim,2021-22,Feb - 2022,33.072003332,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Arunachal Pradesh,2021-22,Feb - 2022,82.242453504,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Nagaland,2021-22,Feb - 2022,55.424290574,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Manipur,2021-22,Feb - 2022,75.988247272,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Mizoram,2021-22,Feb - 2022,52.784318449,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Tripura,2021-22,Feb - 2022,77.140772635,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Meghalaya,2021-22,Feb - 2022,71.349355683,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Assam,2021-22,Feb - 2022,497.8266223,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
West Bengal,2021-22,Feb - 2022,1116.057863177,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Jharkhand,2021-22,Feb - 2022,165.454331876,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Odisha,2021-22,Feb - 2022,122.990918389,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Chhattisgarh,2021-22,Feb - 2022,192.638581925,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Madhya Pradesh,2021-22,Feb - 2022,973.062656771,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Gujarat,2021-22,Feb - 2022,1179.74089948,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Daman and Diu,2021-22,Feb - 2022,0.079747618,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Daman and Diu,2018-19,May - 2018,-3.6727904,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Dadra and Nagar Haveli,2018-19,May - 2018,1.8138944,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Telangana,2018-19,May - 2018,825.6715173,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Puducherry,2018-19,May - 2018,26.073068,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Jammu and Kashmir,2018-19,May - 2018,196.8792378,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Lakshadweep,2018-19,May - 2018,0.665733,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Jharkhand,2018-19,May - 2018,141.8986262,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Odisha,2018-19,May - 2018,217.1975126,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Goa,2018-19,May - 2018,55.4805971,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Karnataka,2018-19,May - 2018,986.5766297,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Maharashtra,2018-19,May - 2018,1120.52626,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
West Bengal,2018-19,May - 2018,728.0861818,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Sikkim,2018-19,May - 2018,11.9994817,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Madhya Pradesh,2018-19,May - 2018,575.6689963,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Kerala,2018-19,May - 2018,785.9725366,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Assam,2018-19,May - 2018,254.3449946,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Meghalaya,2018-19,May - 2018,28.2198561,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Tripura,2018-19,May - 2018,43.7218549,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Mizoram,2018-19,May - 2018,24.1978795,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Manipur,2018-19,May - 2018,31.9977245,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Nagaland,2018-19,May - 2018,24.5328241,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Himachal Pradesh,2018-19,May - 2018,85.8309654,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Delhi,2018-19,May - 2018,367.3404058,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Rajasthan,2018-19,May - 2018,599.1164338,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Uttar Pradesh,2018-19,May - 2018,1624.6411031,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Bihar,2018-19,May - 2018,618.2494194,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Tamil Nadu,2018-19,May - 2018,925.5195573,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Andaman and Nicobar Islands,2018-19,May - 2018,12.5876195,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Chhattisgarh,2018-19,May - 2018,122.4988156,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Punjab,2018-19,May - 2018,382.5705363,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Chandigarh,2018-19,May - 2018,52.4781904,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Uttarakhand,2018-19,May - 2018,-5.5165237,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018"
Tripura,2018-19,Nov - 2018,47.2566803,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Haryana,2018-19,Nov - 2018,314.2754745,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Bihar,2018-19,Nov - 2018,709.5895733,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Sikkim,2018-19,Nov - 2018,14.3465653,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Himachal Pradesh,2018-19,Nov - 2018,124.6440379,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Jammu and Kashmir,2018-19,Nov - 2018,265.5782044,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Chhattisgarh,2018-19,Nov - 2018,193.2086624,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Karnataka,2018-19,Nov - 2018,1272.2736324,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Kerala,2018-19,Nov - 2018,1014.3351074,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Nagaland,2018-19,Nov - 2018,26.1881466,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Manipur,2018-19,Nov - 2018,37.3986429,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Rajasthan,2018-19,Nov - 2018,873.4241577,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Delhi,2018-19,Nov - 2018,558.747481,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Goa,2018-19,Nov - 2018,61.336977,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Lakshadweep,2018-19,Nov - 2018,0.5454553,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Mizoram,2018-19,Nov - 2018,27.1474727,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Andhra Pradesh,2018-19,Nov - 2018,907.3458714,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Jharkhand,2018-19,Nov - 2018,211.7142455,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
West Bengal,2018-19,Nov - 2018,774.9020482,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Assam,2018-19,Nov - 2018,356.3901604,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Odisha,2018-19,Nov - 2018,300.2831232,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Madhya Pradesh,2018-19,Nov - 2018,849.7512542,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Gujarat,2018-19,Nov - 2018,586.6011452,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Daman and Diu,2018-19,Nov - 2018,0.5295862,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Dadra and Nagar Haveli,2018-19,Nov - 2018,4.5640846,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Maharashtra,2018-19,Nov - 2018,1613.2561063,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Uttarakhand,2018-19,Nov - 2018,66.8565171,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Uttar Pradesh,2018-19,Nov - 2018,1881.7312593,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Chandigarh,2018-19,Nov - 2018,73.3440671,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Punjab,2018-19,Nov - 2018,445.9062022,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Telangana,2018-19,Nov - 2018,927.3842858,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Arunachal Pradesh,2018-19,Nov - 2018,29.5819223,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Andaman and Nicobar Islands,2018-19,Nov - 2018,13.3198706,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Puducherry,2018-19,Nov - 2018,38.6415489,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Tamil Nadu,2018-19,Nov - 2018,1043.2862154,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Meghalaya,2018-19,Nov - 2018,38.5043884,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018"
Dadra and Nagar Haveli,2018-19,Oct - 2018,15.5009925,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Jammu and Kashmir,2018-19,Oct - 2018,226.0383995,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Kerala,2018-19,Oct - 2018,1068.4303854,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Tamil Nadu,2018-19,Oct - 2018,996.6069517,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Puducherry,2018-19,Oct - 2018,18.4438638,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Andaman and Nicobar Islands,2018-19,Oct - 2018,14.5461643,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Telangana,2018-19,Oct - 2018,844.8563795,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Andhra Pradesh,2018-19,Oct - 2018,773.8860864,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Daman and Diu,2018-19,Oct - 2018,2.2065683,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Lakshadweep,2018-19,Oct - 2018,1.6380038,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Chandigarh,2018-19,Oct - 2018,66.8343376,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Punjab,2018-19,Oct - 2018,499.6108604,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Himachal Pradesh,2018-19,Oct - 2018,94.861841,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Nagaland,2018-19,Oct - 2018,26.7361493,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Arunachal Pradesh,2018-19,Oct - 2018,30.6768748,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Sikkim,2018-19,Oct - 2018,16.6696853,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Bihar,2018-19,Oct - 2018,771.1461478,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Uttar Pradesh,2018-19,Oct - 2018,1711.4685635,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Rajasthan,2018-19,Oct - 2018,885.437483,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Haryana,2018-19,Oct - 2018,282.2514065,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Delhi,2018-19,Oct - 2018,529.5080801,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Manipur,2018-19,Oct - 2018,32.6916008,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Mizoram,2018-19,Oct - 2018,25.4267745,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Tripura,2018-19,Oct - 2018,44.7122828,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Meghalaya,2018-19,Oct - 2018,38.2114302,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Assam,2018-19,Oct - 2018,309.4792186,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
West Bengal,2018-19,Oct - 2018,799.324715,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Jharkhand,2018-19,Oct - 2018,151.0703175,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Odisha,2018-19,Oct - 2018,323.2094293,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Chhattisgarh,2018-19,Oct - 2018,215.4585372,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Uttarakhand,2018-19,Oct - 2018,5.8788183,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Goa,2018-19,Oct - 2018,75.4966229,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Karnataka,2018-19,Oct - 2018,1166.5877998,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Maharashtra,2018-19,Oct - 2018,1786.5537235,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Gujarat,2018-19,Oct - 2018,522.6193777,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Madhya Pradesh,2018-19,Oct - 2018,733.2593334,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Chhattisgarh,2018-19,Sep - 2018,150.5533877,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Puducherry,2018-19,Sep - 2018,34.7984574,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Tamil Nadu,2018-19,Sep - 2018,1037.777851,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Kerala,2018-19,Sep - 2018,651.8951596,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Tripura,2018-19,Sep - 2018,38.9206715,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Meghalaya,2018-19,Sep - 2018,34.4274404,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Assam,2018-19,Sep - 2018,294.7119608,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
West Bengal,2018-19,Sep - 2018,730.4924193,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Madhya Pradesh,2018-19,Sep - 2018,698.6282852,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Gujarat,2018-19,Sep - 2018,695.0626557,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Daman and Diu,2018-19,Sep - 2018,3.2153896,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Dadra and Nagar Haveli,2018-19,Sep - 2018,-4.6933208,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Lakshadweep,2018-19,Sep - 2018,0.4752889,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Maharashtra,2018-19,Sep - 2018,1512.3526512,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Karnataka,2018-19,Sep - 2018,1112.3654977,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Goa,2018-19,Sep - 2018,59.4976327,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Uttar Pradesh,2018-19,Sep - 2018,1603.5904844,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Telangana,2018-19,Sep - 2018,868.1562424,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Andaman and Nicobar Islands,2018-19,Sep - 2018,10.7718423,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Jammu and Kashmir,2018-19,Sep - 2018,220.9425356,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Himachal Pradesh,2018-19,Sep - 2018,102.9907702,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Chandigarh,2018-19,Sep - 2018,63.7089739,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Uttarakhand,2018-19,Sep - 2018,20.5066223,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Haryana,2018-19,Sep - 2018,210.1351327,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Delhi,2018-19,Sep - 2018,471.9096626,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Jharkhand,2018-19,Sep - 2018,183.5921324,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Odisha,2018-19,Sep - 2018,286.1715647,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Nagaland,2018-19,Sep - 2018,23.2554199,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Mizoram,2018-19,Sep - 2018,22.8817155,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Manipur,2018-19,Sep - 2018,28.3226841,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Arunachal Pradesh,2018-19,Sep - 2018,28.509262,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Sikkim,2018-19,Sep - 2018,11.9705863,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Punjab,2018-19,Sep - 2018,533.6120118,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Bihar,2018-19,Sep - 2018,665.8862915,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Andhra Pradesh,2018-19,Sep - 2018,807.6015726,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Rajasthan,2018-19,Sep - 2018,739.3332587,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018"
Punjab,2019-20,Apr - 2019,533.6755551,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Sikkim,2019-20,Apr - 2019,23.936261,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Uttar Pradesh,2019-20,Apr - 2019,2074.4838876,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Rajasthan,2019-20,Apr - 2019,731.8725294,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Goa,2019-20,Apr - 2019,46.2248706,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Delhi,2019-20,Apr - 2019,661.2796826,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Haryana,2019-20,Apr - 2019,377.3029202,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Chandigarh,2019-20,Apr - 2019,65.3740886,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Jharkhand,2019-20,Apr - 2019,170.1280443,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Odisha,2019-20,Apr - 2019,332.5181268,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Chhattisgarh,2019-20,Apr - 2019,140.3623907,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Madhya Pradesh,2019-20,Apr - 2019,820.4473724,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Gujarat,2019-20,Apr - 2019,590.6642985,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Daman and Diu,2019-20,Apr - 2019,1.1506138,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Dadra and Nagar Haveli,2019-20,Apr - 2019,9.696582,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Maharashtra,2019-20,Apr - 2019,1731.6513965,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Karnataka,2019-20,Apr - 2019,1175.3313956,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Lakshadweep,2019-20,Apr - 2019,1.3019923,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Kerala,2019-20,Apr - 2019,871.1621582,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Puducherry,2019-20,Apr - 2019,25.6684124,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Tamil Nadu,2019-20,Apr - 2019,1116.0847189,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Bihar,2019-20,Apr - 2019,797.2068401,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Jammu and Kashmir,2019-20,Apr - 2019,252.492386,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Telangana,2019-20,Apr - 2019,911.8136052,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Andhra Pradesh,2019-20,Apr - 2019,934.9483965,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Himachal Pradesh,2019-20,Apr - 2019,115.6907851,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
Uttarakhand,2019-20,Apr - 2019,71.3555027,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
