ROWID,Country,State LGD Code,State,YearCode,Year,MonthCode,Month,Settlement of Integrated goods and services tax ( IGST )
260,India,5,Uttarakhand,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",109.8046239
261,India,5,Uttarakhand,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",55.8115020416478
262,India,5,Uttarakhand,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",105.7922652
263,India,5,Uttarakhand,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",-30.4508547
264,India,5,Uttarakhand,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",76.1937298
265,India,5,Uttarakhand,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",42
266,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",109
267,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",94.5
268,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",70.09206
269,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",25.81
270,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",30.83
271,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",111.4
272,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",63.660089459
273,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",92.259545591
274,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",113.718733419
275,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",59.448193727
276,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",85.018922688
277,India,5,Uttarakhand,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",120.200496312
278,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",110.355268239
279,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",118.973519362
280,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",82.818503142
281,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",160.686911248
282,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",88.136366473
283,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",136.923562365
284,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",208.610111042
285,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",177.294401823
286,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",150.361463485
287,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",143.339644357
288,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",190.043065945
289,India,5,Uttarakhand,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",116.751529091
290,India,5,Uttarakhand,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",179.378286121
291,India,5,Uttarakhand,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",204.853345919
292,India,5,Uttarakhand,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",175.671843787
293,India,5,Uttarakhand,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",177.804409323
294,India,5,Uttarakhand,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",175.126116741
295,India,5,Uttarakhand,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",164.936710003
296,India,6,Haryana,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",-286.673182849
297,India,6,Haryana,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",113.7607823
298,India,6,Haryana,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",232.712874386
299,India,6,Haryana,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",152.6402818
300,India,6,Haryana,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",380.4468636
301,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",351.9916294
302,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",402.4962071
303,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",294.2518196
304,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",375.4189455
305,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",312.4327255
306,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",309.6503271
307,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",401.4700484
308,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",229.155581746
309,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",210.1351327
310,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",282.2514065
311,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",314.2754745
312,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",411.3936931
313,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",397.3997177
314,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",364.233887928
315,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",268.8293322
316,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",377.3029202
317,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",376.212026
318,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",-150.5338747
319,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",753.0114249
320,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",553.515336051976
321,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",508.1360717
322,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",375.1060864
323,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",583.8420274
324,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",403
325,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",400
326,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",429.7
327,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",324.0144716
328,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",-15.77
329,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",345.25
330,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",521.7
331,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",667.011314796
332,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",513.174247411
333,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",535.036155153
334,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",1368.219226804
335,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",277.046678459
336,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",472.2071279
337,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",640.137751964
338,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",394.000674877
339,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",399.107450717
340,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",827.75992501
341,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",241.320519549
342,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",988.487408234
343,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",846.854303698
344,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",1008.07503399
345,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",868.595986759
346,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",1075.604928236
347,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",787.776513116
348,India,6,Haryana,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",631.587313074
349,India,6,Haryana,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",9.25282585500006
350,India,6,Haryana,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",724.894983379
351,India,6,Haryana,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",685.830601709
352,India,6,Haryana,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",1078.802043008
353,India,6,Haryana,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",703.117997803
354,India,6,Haryana,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",836.457515699
355,India,7,Delhi,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",448.411678126
356,India,7,Delhi,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",641.0952109
357,India,7,Delhi,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",752.272137476
358,India,7,Delhi,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",750.6795871
359,India,7,Delhi,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",695.9459706
360,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",616.194482
361,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",509.6861896
362,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",510.6561364
363,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",743.8910517
364,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",367.3404058
365,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",414.0696303
366,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",569.4420121
367,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",418.976097876
368,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",471.9096626
369,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",529.5080801
370,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",558.747481
371,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",361.2023161
372,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",420.6209753
373,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",633.638460176
374,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",389.7312539
375,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",661.2796826
376,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",276.471911
377,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",529.7163915
378,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",734.5120078
379,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",586.645667105441
380,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",113.621781
381,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",630.3998022
382,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",635.6499303
383,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",730
384,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",1057
385,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",645.4
386,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",603.8710464
387,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",80.07
388,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",585.58
389,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",329
390,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",685.134668004
391,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",528.082148778
392,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",481.728342803
393,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",613.025953265
394,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",444.102217129
395,India,7,Delhi,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",412.10795054
396,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",562.665379519
397,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",606.237627248
398,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",752.251338119
399,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",949.766858041
400,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",366.986120951
401,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",366.505834803
402,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",637.415448191
403,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",1076.242741639
404,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",1127.323676903
405,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",848.968726799
406,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",1011.182270962
407,India,7,Delhi,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",1054.348419214
408,India,7,Delhi,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",1123.26658052
409,India,7,Delhi,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",817.31172454
410,India,7,Delhi,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",1206.101620547
411,India,7,Delhi,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",1319.309726888
412,India,7,Delhi,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",1024.377105033
413,India,7,Delhi,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",800.385126317
414,India,8,Rajasthan,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",403.370320584
415,India,8,Rajasthan,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",573.7301801
416,India,8,Rajasthan,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",641.200370076
417,India,8,Rajasthan,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",684.0857072
418,India,8,Rajasthan,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",758.1343006
419,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",679.0114866
420,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",672.8339427
421,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",713.4454286
422,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",723.6805628
423,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",599.1164338
424,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",843.3127965
425,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",816.2348046
426,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",758.637763988
427,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",739.3332587
428,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",885.437483
429,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",873.4241577
430,India,8,Rajasthan,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",793.6544821
431,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",798.9317657
432,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",864.400742558
433,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",696.0475899
434,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",731.8725294
435,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",787.5825821
436,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",784.5244465
437,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",970.1106343
438,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",770.717699030863
439,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",771.8381755
440,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",649.6740393
441,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",882.9124448
442,India,8,Rajasthan,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",786
443,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",838
444,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",765.5
445,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",683.2764346
446,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",113.55
447,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",332.77
448,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",539
449,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",905.988952007
450,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",852.966209215
451,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",861.228413168
452,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",885.8902165
453,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",874.651700938
454,India,8,Rajasthan,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",918.811541052
455,India,8,Rajasthan,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",939.323311724
456,India,8,Rajasthan,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",861.50849482
457,India,8,Rajasthan,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",821.815820561
458,India,8,Rajasthan,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",1115.938343867
459,India,8,Rajasthan,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",566.56886968
460,India,8,Rajasthan,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",810.925069549
