srcStateName,srcYear,srcMonth,Type of supply,E-way suppliers,E-way bills,E-way asset value,YearCode,Year,MonthCode,Month
MAHARASHTRA,2020-21,Dec - 2020,Inter State Inwards,185819,2790373,112786.1021,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DADRA AND NAGAR HAVELI,2020-21,Dec - 2020,Inter State Inwards,4930,187712,12210.9446,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DAMAN AND DIU,2020-21,Dec - 2020,Inter State Inwards,19,143,3.6408,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
GUJARAT,2020-21,Dec - 2020,Inter State Inwards,127138,1727524,78249.2901,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MADHYA PRADESH,2020-21,Dec - 2020,Inter State Inwards,66836,876992,26546.3189,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
CHHATTISGARH,2020-21,Dec - 2020,Inter State Inwards,22748,424078,13891.4438,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ODISHA,2020-21,Dec - 2020,Inter State Inwards,30944,415517,15023.7433,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
JHARKHAND,2020-21,Dec - 2020,Inter State Inwards,24520,391434,12496.65,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
WEST BENGAL,2020-21,Dec - 2020,Inter State Inwards,60376,1253408,39396.328,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ASSAM,2020-21,Dec - 2020,Inter State Inwards,23246,311818,10451.5538,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MEGHALAYA,2020-21,Dec - 2020,Inter State Inwards,3158,44747,872.2563,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TRIPURA,2020-21,Dec - 2020,Inter State Inwards,4036,40431,865.302,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MIZORAM,2020-21,Dec - 2020,Inter State Inwards,1664,32490,465.4815,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MANIPUR,2020-21,Dec - 2020,Inter State Inwards,2444,51729,724.6482,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
NAGALAND,2020-21,Dec - 2020,Inter State Inwards,2375,32998,590.1201,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ARUNACHAL PRADESH,2020-21,Dec - 2020,Inter State Inwards,2572,29757,669.8041,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
SIKKIM,2020-21,Dec - 2020,Inter State Inwards,1584,30919,894.7458,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
BIHAR,2020-21,Dec - 2020,Inter State Inwards,52213,606403,15408.0982,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
UTTAR PRADESH,2020-21,Dec - 2020,Inter State Inwards,171388,2207593,71321.7402,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
RAJASTHAN,2020-21,Dec - 2020,Inter State Inwards,91275,1184439,41238.2757,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ANDAMAN AND NICOBAR,2020-21,Dec - 2020,Inter State Inwards,884,9914,220.9579,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DELHI,2020-21,Dec - 2020,Inter State Inwards,111852,1470393,46938.2515,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
HARYANA,2020-21,Dec - 2020,Inter State Inwards,92198,1789221,62261.8558,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
UTTARAKHAND,2020-21,Dec - 2020,Inter State Inwards,23582,478641,14423.5694,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
CHANDIGARH,2020-21,Dec - 2020,Inter State Inwards,7676,110405,2420.4483,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
PUNJAB,2020-21,Dec - 2020,Inter State Inwards,65315,859229,28316.3063,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
HIMACHAL PRADESH,2020-21,Dec - 2020,Inter State Inwards,19498,290115,9395.7028,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
JAMMU AND KASHMIR,2020-21,Dec - 2020,Inter State Inwards,17034,177612,5008.7154,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
LADAKH,2020-21,Dec - 2020,Inter State Outwards,15,36,3.4085,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ANDHRA PRADESH,2020-21,Dec - 2020,Inter State Outwards,20906,443449,31178.4294,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TELANGANA,2020-21,Dec - 2020,Inter State Outwards,31187,717017,29056.036,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ANDAMAN AND NICOBAR,2020-21,Dec - 2020,Inter State Outwards,42,143,15.267,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
PUDUCHERRY,2020-21,Dec - 2020,Inter State Outwards,1769,105988,3104.8044,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TAMIL NADU,2020-21,Dec - 2020,Inter State Outwards,66099,2021865,73356.825,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
KERALA,2020-21,Dec - 2020,Inter State Outwards,13967,162284,8101.383,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
LAKSHADWEEP,2020-21,Dec - 2020,Inter State Outwards,3,3,0.0168,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
GOA,2020-21,Dec - 2020,Inter State Outwards,1561,60902,4442.5441,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
KARNATAKA,2020-21,Dec - 2020,Inter State Outwards,47048,1823862,54927.0822,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MAHARASHTRA,2020-21,Dec - 2020,Inter State Outwards,103887,3858729,122603.5479,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DADRA AND NAGAR HAVELI,2020-21,Dec - 2020,Inter State Outwards,3576,443168,14881.3016,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DAMAN AND DIU,2020-21,Dec - 2020,Inter State Outwards,2,24,0.2628,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
GUJARAT,2020-21,Dec - 2020,Inter State Outwards,126002,4048798,105479.7574,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MADHYA PRADESH,2020-21,Dec - 2020,Inter State Outwards,19920,443516,21341.2766,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
CHHATTISGARH,2020-21,Dec - 2020,Inter State Outwards,7717,172242,13707.1619,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ODISHA,2020-21,Dec - 2020,Inter State Outwards,5750,259638,22425.0493,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
JHARKHAND,2020-21,Dec - 2020,Inter State Outwards,7770,227625,13851.9681,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
WEST BENGAL,2020-21,Dec - 2020,Inter State Outwards,37690,734194,31694.9728,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ASSAM,2020-21,Dec - 2020,Inter State Outwards,9081,218963,6683.2155,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MEGHALAYA,2020-21,Dec - 2020,Inter State Outwards,413,28483,612.3192,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TRIPURA,2020-21,Dec - 2020,Inter State Outwards,376,2511,339.9904,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MIZORAM,2020-21,Dec - 2020,Inter State Outwards,100,1305,288.0296,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MANIPUR,2020-21,Dec - 2020,Inter State Outwards,89,417,20.0311,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
NAGALAND,2020-21,Dec - 2020,Inter State Outwards,224,1971,81.9151,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ARUNACHAL PRADESH,2020-21,Dec - 2020,Inter State Outwards,197,1605,89.9365,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
SIKKIM,2020-21,Dec - 2020,Inter State Outwards,176,6680,2827.3683,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
BIHAR,2020-21,Dec - 2020,Inter State Outwards,6872,76845,2832.6371,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
UTTAR PRADESH,2020-21,Dec - 2020,Inter State Outwards,75793,1433885,53886.5606,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
RAJASTHAN,2020-21,Dec - 2020,Inter State Outwards,48644,1399411,34703.7397,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DELHI,2020-21,Dec - 2020,Inter State Outwards,115897,1564172,39967.3761,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
HARYANA,2020-21,Dec - 2020,Inter State Outwards,58147,2848288,66164.1492,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
UTTARAKHAND,2020-21,Dec - 2020,Inter State Outwards,8220,364478,17672.1489,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
CHANDIGARH,2020-21,Dec - 2020,Inter State Outwards,4769,76132,1429.9026,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
PUNJAB,2020-21,Dec - 2020,Inter State Outwards,49011,990017,26338.4531,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
HIMACHAL PRADESH,2020-21,Dec - 2020,Inter State Outwards,4927,274409,11418.1359,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
JAMMU AND KASHMIR,2020-21,Dec - 2020,Inter State Outwards,2582,35699,2118.2768,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
LADAKH,2020-21,Dec - 2020,Intra State,19,206,7.3152,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ANDHRA PRADESH,2020-21,Dec - 2020,Intra State,33819,1596380,26567.3291,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TELANGANA,2020-21,Dec - 2020,Intra State,37614,1854590,34629.2688,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ANDAMAN AND NICOBAR,2020-21,Dec - 2020,Intra State,14,377,9.5421,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
PUDUCHERRY,2020-21,Dec - 2020,Intra State,885,31726,787.4927,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TAMIL NADU,2020-21,Dec - 2020,Intra State,77360,4010713,78375.8761,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
KERALA,2020-21,Dec - 2020,Intra State,37196,1384303,21141.6335,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
LAKSHADWEEP,2020-21,Dec - 2020,Intra State,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
GOA,2020-21,Dec - 2020,Intra State,1510,77165,1280.7896,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
KARNATAKA,2020-21,Dec - 2020,Intra State,89924,3718345,63043.7942,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MAHARASHTRA,2020-21,Dec - 2020,Intra State,122946,5533546,134609.9286,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DADRA AND NAGAR HAVELI,2020-21,Dec - 2020,Intra State,2641,118515,3865.4192,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DAMAN AND DIU,2020-21,Dec - 2020,Intra State,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
GUJARAT,2020-21,Dec - 2020,Intra State,132978,3855526,104512.7562,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MADHYA PRADESH,2020-21,Dec - 2020,Intra State,16602,489886,10612.7871,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
CHHATTISGARH,2020-21,Dec - 2020,Intra State,5235,226973,6859.0895,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ODISHA,2020-21,Dec - 2020,Intra State,13318,807867,16468.4914,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
JHARKHAND,2020-21,Dec - 2020,Intra State,8875,467558,10666.884,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
WEST BENGAL,2020-21,Dec - 2020,Intra State,39169,1620100,41999.5288,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ASSAM,2020-21,Dec - 2020,Intra State,11002,427306,7850.0618,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MEGHALAYA,2020-21,Dec - 2020,Intra State,303,10994,193.6136,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MIZORAM,2020-21,Dec - 2020,Intra State,142,2223,55.1295,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
MANIPUR,2020-21,Dec - 2020,Intra State,54,4818,69.4396,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
NAGALAND,2020-21,Dec - 2020,Intra State,106,1669,53.3628,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ARUNACHAL PRADESH,2020-21,Dec - 2020,Intra State,124,2945,57.1501,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
SIKKIM,2020-21,Dec - 2020,Intra State,126,3915,54.4209,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
BIHAR,2020-21,Dec - 2020,Intra State,6870,446614,8888.5252,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
UTTAR PRADESH,2020-21,Dec - 2020,Intra State,111593,3237108,67579.497,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
RAJASTHAN,2020-21,Dec - 2020,Intra State,70811,1632382,35316.8803,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
DELHI,2020-21,Dec - 2020,Intra State,60878,885959,31977.7927,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
HARYANA,2020-21,Dec - 2020,Intra State,64881,2675943,49895.5875,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
UTTARAKHAND,2020-21,Dec - 2020,Intra State,11466,556252,9276.4933,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
CHANDIGARH,2020-21,Dec - 2020,Intra State,2115,23701,373.6415,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
PUNJAB,2020-21,Dec - 2020,Intra State,63323,1640332,38332.4947,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
HIMACHAL PRADESH,2020-21,Dec - 2020,Intra State,7312,253829,5064.2645,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TRIPURA,2020-21,Dec - 2020,Intra State,1115,28842,554.273,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
LADAKH,2020-21,Dec - 2020,Inter State Inwards,249,1317,50.9569,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
ANDHRA PRADESH,2020-21,Dec - 2020,Inter State Inwards,70916,1133415,33896.6504,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
TELANGANA,2020-21,Dec - 2020,Inter State Inwards,58453,1213372,36373.8899,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
LAKSHADWEEP,2021-22,Dec-2021,Intra State,1,1,12.5,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
GOA,2021-22,Dec-2021,Inter State Outwards,1706,70108,486023.36,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
GOA,2021-22,Dec-2021,Inter State Inwards,8082,126661,525660.09,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
PUDUCHERRY,2021-22,Dec-2021,Inter State Inwards,5610,110341,347769.39,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
PUDUCHERRY,2021-22,Dec-2021,Inter State Outwards,1892,109330,400614.13,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
PUDUCHERRY,2021-22,Dec-2021,Intra State,1045,40672,215713.03,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ANDAMAN AND NICOBAR,2021-22,Dec-2021,Inter State Inwards,1106,12179,27430.3,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ANDAMAN AND NICOBAR,2021-22,Dec-2021,Inter State Outwards,56,208,1841.57,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ANDAMAN AND NICOBAR,2021-22,Dec-2021,Intra State,34,845,1964.22,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
TELANGANA,2021-22,Dec-2021,Inter State Inwards,65277,1269409,4312516.96,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
TELANGANA,2021-22,Dec-2021,Inter State Outwards,33717,785687,3705118.98,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
TELANGANA,2021-22,Dec-2021,Intra State,44588,2194211,4010328.47,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ANDHRA PRADESH,2021-22,Dec-2021,Inter State Inwards,75983,1126532,3943906.44,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ANDHRA PRADESH,2021-22,Dec-2021,Inter State Outwards,22152,461005,3815610.5,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ANDHRA PRADESH,2021-22,Dec-2021,Intra State,35639,1720658,3056477.46,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
LADAKH,2021-22,Dec-2021,Inter State Inwards,548,2638,8847.9,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
LADAKH,2021-22,Dec-2021,Inter State Outwards,35,90,476.53,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
LADAKH,2021-22,Dec-2021,Intra State,34,356,1138.46,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
KARNATAKA,2021-22,Dec-2021,Intra State,103238,4321435,8109406.23,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
KARNATAKA,2021-22,Dec-2021,Inter State Outwards,52618,2069038,7045954.16,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
KARNATAKA,2021-22,Dec-2021,Inter State Inwards,114962,1900819,19749641.86,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
MAHARASHTRA,2021-22,Dec-2021,Intra State,141201,6665602,17337204.37,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
MAHARASHTRA,2021-22,Dec-2021,Inter State Outwards,114402,4183424,15639373.94,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
MAHARASHTRA,2021-22,Dec-2021,Inter State Inwards,204830,3049444,14791531.8,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
DADRA AND NAGAR HAVELI,2021-22,Dec-2021,Intra State,2829,125969,516096.95,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
DADRA AND NAGAR HAVELI,2021-22,Dec-2021,Inter State Outwards,3801,450573,1895614.14,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
DADRA AND NAGAR HAVELI,2021-22,Dec-2021,Inter State Inwards,5356,197353,1591482.31,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
DAMAN AND DIU,2021-22,Dec-2021,Intra State,0,0,0,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
DAMAN AND DIU,2021-22,Dec-2021,Inter State Outwards,2,10,37.4,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
DAMAN AND DIU,2021-22,Dec-2021,Inter State Inwards,14,99,238.16,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
GUJARAT,2021-22,Dec-2021,Intra State,151611,4338035,13576166.1,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
GUJARAT,2021-22,Dec-2021,Inter State Outwards,135271,4235914,13329680.78,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
GUJARAT,2021-22,Dec-2021,Inter State Inwards,141062,1904249,10171321.45,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
MADHYA PRADESH,2021-22,Dec-2021,Intra State,23153,753391,1734788.9,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
MADHYA PRADESH,2021-22,Dec-2021,Inter State Outwards,21683,473614,2636410.04,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
MADHYA PRADESH,2021-22,Dec-2021,Inter State Inwards,72854,948147,3392126.13,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
CHHATTISGARH,2021-22,Dec-2021,Intra State,5720,254909,848186.83,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
CHHATTISGARH,2021-22,Dec-2021,Inter State Outwards,8256,171941,1811700.61,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
CHHATTISGARH,2021-22,Dec-2021,Inter State Inwards,25342,415133,1588676.13,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ODISHA,2021-22,Dec-2021,Intra State,15208,911139,2108056.03,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ODISHA,2021-22,Dec-2021,Inter State Outwards,6599,266736,3016403.38,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ODISHA,2021-22,Dec-2021,Inter State Inwards,33182,438782,2004884.74,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
JHARKHAND,2021-22,Dec-2021,Intra State,9542,508435,1204663.62,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
JHARKHAND,2021-22,Dec-2021,Inter State Outwards,7875,220454,1613323.02,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
JHARKHAND,2021-22,Dec-2021,Inter State Inwards,26672,396511,4219824.66,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
WEST BENGAL,2021-22,Dec-2021,Intra State,44663,1871331,4988214.01,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
WEST BENGAL,2021-22,Dec-2021,Inter State Outwards,41209,862099,4050417.72,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
WEST BENGAL,2021-22,Dec-2021,Inter State Inwards,65591,1200748,4671751.37,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
ASSAM,2021-22,Dec-2021,Intra State,12508,503094,968180.86,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
