srcStateName,srcYear,srcMonth,Central Goods and Services Tax ( CGST ) Revenue,State Goods and Services Tax ( SGST )Revenue,Integrated Goods and Services Tax ( IGST )Revenue,CESS Tax Revenue,YearCode,Year,MonthCode,Month
Nagaland,2022-23,Apr-2022,22.22,28.29,12.03,5.5,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Jharkhand,2022-23,Apr-2022,573.46,773.85,1226.79,525.98,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Uttar Pradesh,2022-23,Apr-2022,2038.59,2781.78,2542.98,1170.76,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Goa,2022-23,Apr-2022,134.01,183.7,148.98,3.09,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Delhi,2022-23,Apr-2022,1324.21,1578.8,2903.97,63.8,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Gujarat,2022-23,Apr-2022,3303.49,3901.62,3578.04,480.97,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Telangana,2022-23,Apr-2022,1271.06,1662.97,1524.18,497.15,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Bihar,2022-23,Apr-2022,456.79,767.19,179.25,67.4,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Meghalaya,2022-23,Apr-2022,48.83,58.17,117.66,2.04,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Manipur,2022-23,Apr-2022,25.9,35.67,6.8,0.6,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Punjab,2022-23,Apr-2022,531.03,783.04,649.65,30.27,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Andaman and Nicobar Island,2022-23,Apr-2022,37.38,42.84,7.12,0.08,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Rajasthan,2022-23,Apr-2022,1309.41,1670.42,1412.38,155,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Karnataka,2022-23,Apr-2022,2859.52,3520.29,4354.76,1085.43,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Puducherry,2022-23,Apr-2022,27.92,44.95,132.3,0.59,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Assam,2022-23,Apr-2022,429.75,553.31,295.52,33.94,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Chattisgarh,2022-23,Apr-2022,665.61,787.74,865.32,658.58,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Punjab,2017-18,Aug-2017,313.6117376,578.1476658,619.123938,12.5053372,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Mizoram,2017-18,Aug-2017,1.5940029,4.1743629,0.2642649,0.0273714,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Puducherry,2017-18,Aug-2017,19.6918051,35.5537219,152.1597787,0.5380606,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Tamil Nadu,2017-18,Aug-2017,1506.1534075,2474.4064076,2219.9817929,429.3663636,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
West Bengal,2017-18,Aug-2017,754.7353172,1123.6972207,866.3683562,280.4190855,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Kerala,2017-18,Aug-2017,478.646865,808.6655423,251.8057116,10.053206,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Lakshadweep,2017-18,Aug-2017,0.1701281,0.1717997,0.0054257,0,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Assam,2017-18,Aug-2017,162.2879194,271.2957662,245.2705024,26.2717593,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Goa,2017-18,Aug-2017,76.0929039,105.6081134,221.4931438,1.7465478,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Karnataka,2017-18,Aug-2017,1405.0237552,2117.2520647,2595.1469273,880.6490856,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Manipur,2017-18,Aug-2017,3.656208,9.2442053,0.8907899,0.16386,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Maharashtra,2017-18,Aug-2017,3509.4275931,4866.6404021,4392.2157176,847.1981838,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Dadra and Nagar Haveli,2017-18,Aug-2017,10.1261367,21.1553554,126.4365601,0.2228293,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Meghalaya,2017-18,Aug-2017,12.1035105,20.5895516,37.9303474,6.8569149,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Daman and Diu,2017-18,Aug-2017,7.8263666,11.674072,107.3462348,0.0564167,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Gujarat,2017-18,Aug-2017,1333.7212283,1873.7710461,2613.0108177,213.2994896,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Tripura,2017-18,Aug-2017,11.3443784,18.7127865,2.7973003,4.2408083,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Madhya Pradesh,2017-18,Aug-2017,404.2821156,626.4809625,655.5709489,426.321379,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Chattisgarh,2017-18,Aug-2017,246.7835175,328.5138488,473.2487699,581.6809159,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Nagaland,2017-18,Aug-2017,2.6496532,5.5698156,5.4054445,0.101639,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Odisha,2017-18,Aug-2017,317.7473425,471.84559,555.9641575,564.8132811,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Jharkhand,2017-18,Aug-2017,202.6903852,335.3645914,686.0346635,359.6091037,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
Dadra and Nagar Haveli,2018-19,Aug-2018,14.6201206,23.0520819,79.2817537,0.083128,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Andhra Pradesh,2018-19,Aug-2018,448.5079469,646.092366,777.3284735,18.8333409,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Telangana,2018-19,Aug-2018,566.2304897,792.946307,833.0384837,467.5314273,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Andaman and Nicobar Island,2018-19,Aug-2018,4.1246234,8.1673792,1.2183901,0.0867204,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Puducherry,2018-19,Aug-2018,16.9501233,30.7002174,101.37388,0.0962104,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Tamil Nadu,2018-19,Aug-2018,1395.2617974,2000.3806612,1567.4382408,472.5314597,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Kerala,2018-19,Aug-2018,351.8220559,529.9371282,243.7854625,3.7454366,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Lakshadweep,2018-19,Aug-2018,0.1731345,0.1768835,0.0415271,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Goa,2018-19,Aug-2018,77.0742963,107.73647,120.5834892,1.4141251,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Karnataka,2018-19,Aug-2018,1370.2032133,1845.9534148,2225.4407968,829.6272855,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Maharashtra,2018-19,Aug-2018,3468.0750953,4385.3118524,4142.5407614,836.0292356,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Daman and Diu,2018-19,Aug-2018,9.2108706,13.2838464,73.8549432,0.0698515,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Gujarat,2018-19,Aug-2018,1413.4936589,1815.8126566,1701.4165512,321.5392937,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Madhya Pradesh,2018-19,Aug-2018,414.2248831,596.1477435,573.9211325,378.2567919,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Chattisgarh,2018-19,Aug-2018,309.8770388,398.6842546,576.6739739,535.7434414,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Odisha,2018-19,Aug-2018,400.9673079,525.8851798,837.699947,477.1977425,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Jharkhand,2018-19,Aug-2018,256.185001,364.8367503,664.5094011,383.6970178,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
West Bengal,2018-19,Aug-2018,883.3052392,1178.5047214,768.8846586,293.8450894,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Assam,2018-19,Aug-2018,172.9510942,246.7824801,201.8825816,24.3517118,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Meghalaya,2018-19,Aug-2018,15.6591106,21.2700972,64.7307281,0.6763487,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Tripura,2018-19,Aug-2018,14.1776558,20.1225435,3.9040302,0.1036,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Mizoram,2018-19,Aug-2018,3.4663729,6.681958,0.6319806,0.0228002,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Manipur,2018-19,Aug-2018,6.1120793,9.5573233,0.8859491,0.054885,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Nagaland,2018-19,Aug-2018,4.5802578,6.7276909,3.6008504,0.3885175,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Arunachal Pradesh,2018-19,Aug-2018,7.1371566,11.0849396,4.2168951,0.2314681,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Sikkim,2018-19,Aug-2018,7.0837187,12.2280978,143.7871896,0.033152,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Bihar,2018-19,Aug-2018,192.9394514,357.0826522,127.5657177,168.2311511,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Uttar Pradesh,2018-19,Aug-2018,935.4233972,1452.7776847,1353.1658936,1022.1924702,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Rajasthan,2018-19,Aug-2018,570.6396211,796.8996568,748.8302669,124.0226529,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Delhi,2018-19,Aug-2018,655.0379965,825.9587655,1440.6621103,92.9249916,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Haryana,2018-19,Aug-2018,711.4865613,1088.275396,2281.4249029,292.7045491,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Uttarakhand,2018-19,Aug-2018,158.8963606,297.2440045,549.4589496,14.5659621,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Chandigarh,2018-19,Aug-2018,28.6424126,39.9347191,70.8471908,0.155666,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Punjab,2018-19,Aug-2018,247.7479473,409.9123239,427.2871202,11.8295024,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Himachal Pradesh,2018-19,Aug-2018,77.4624246,121.383161,362.2735142,1.1983131,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Jammu and Kashmir,2018-19,Aug-2018,72.7724622,129.4745202,99.00696,4.0236051,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Odisha,2019-20,Aug-2019,534.6819786,698.4665708,815.1731265,448.9102285,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Himachal Pradesh,2019-20,Aug-2019,97.0856249,145.6225789,431.7548319,1.4747947,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Jammu and Kashmir,2019-20,Aug-2019,65.8868435,111.4586285,119.8432988,4.8332192,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Ladakh,2019-20,Aug-2019,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Andhra Pradesh,2019-20,Aug-2019,499.9749355,700.2813668,892.8432401,22.0397332,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Andaman and Nicobar Island,2019-20,Aug-2019,9.9652544,17.1084956,3.2581328,0.1408048,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Puducherry,2019-20,Aug-2019,19.6573991,31.7043378,108.052422,1.1072867,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Tamil Nadu,2019-20,Aug-2019,1600.3717089,2318.3823311,1688.0751243,366.5082606,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Kerala,2019-20,Aug-2019,496.7993276,764.0279761,308.1020941,12.9620824,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Lakshadweep,2019-20,Aug-2019,0.3686182,1.0443361,0.0264016,0,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Goa,2019-20,Aug-2019,74.4704188,106.2348707,142.5772314,1.2524384,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Karnataka,2019-20,Aug-2019,1526.7680419,2096.5256697,1921.3228735,656.1908362,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Maharashtra,2019-20,Aug-2019,3716.2081269,4690.5801096,4181.436168,819.094891,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Dadra and Nagar Haveli,2019-20,Aug-2019,16.0872915,21.9880453,120.7256284,0.1243572,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Daman and Diu,2019-20,Aug-2019,10.4204126,16.2576588,76.5194257,0.0056945,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Gujarat,2019-20,Aug-2019,1668.2937646,2100.5779008,2072.553506,343.140409,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Madhya Pradesh,2019-20,Aug-2019,507.8665849,690.578753,609.2103439,447.1960738,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Chattisgarh,2019-20,Aug-2019,344.1438894,430.5565681,604.3342707,493.7091867,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Jharkhand,2019-20,Aug-2019,320.6998432,435.5369058,608.3727783,405.6715216,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
West Bengal,2019-20,Aug-2019,1025.0104766,1356.4617262,831.641997,290.1155356,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Assam,2019-20,Aug-2019,216.0836063,290.4489013,229.6323259,32.0461221,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Meghalaya,2019-20,Aug-2019,19.7145571,26.6743358,70.1977685,0.324248,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Tripura,2019-20,Aug-2019,21.5733406,30.56888,5.7716066,0.2427453,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Mizoram,2019-20,Aug-2019,6.1843837,12.9629942,8.611488,0.0631266,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Manipur,2019-20,Aug-2019,13.1523026,20.9166459,2.3644196,0.1166679,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Nagaland,2019-20,Aug-2019,9.3661935,11.8356957,4.6317696,1.0137382,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Arunachal Pradesh,2019-20,Aug-2019,16.4464273,20.5253167,7.7617162,0.0227485,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Sikkim,2019-20,Aug-2019,11.1138843,14.4053033,137.8817447,0.014653,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Bihar,2019-20,Aug-2019,255.9261572,453.3333408,115.1390191,156.9466015,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Uttar Pradesh,2019-20,Aug-2019,1131.8418225,1724.6010676,1206.3375615,912.6664821,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Rajasthan,2019-20,Aug-2019,717.1763306,954.2772046,756.5666105,122.0766128,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Delhi,2019-20,Aug-2019,731.9422278,943.4491171,1736.9871528,104.812313,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Haryana,2019-20,Aug-2019,785.3742888,1138.2407552,2269.8215115,280.5078573,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Uttarakhand,2019-20,Aug-2019,187.7112057,316.2283425,423.0465473,14.0953454,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Chandigarh,2019-20,Aug-2019,32.9026077,44.4902599,82.292662,0.4013494,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Punjab,2019-20,Aug-2019,294.9159289,494.5268207,450.6519473,15.2599485,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Telangana,2019-20,Aug-2019,734.6750118,993.6290774,853.873973,476.4694702,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019"
Kerala,2020-21,Aug-2020,407.9747438,598.6270766,219.7089161,2.9341203,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Puducherry,2020-21,Aug-2020,15.8951657,24.7276442,95.9832564,0.1802115,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Andaman and Nicobar Island,2020-21,Aug-2020,4.4369021,6.9610007,1.1585489,0.0185848,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Telangana,2020-21,Aug-2020,660.9028748,904.4289225,792.5354059,435.0054651,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Andhra Pradesh,2020-21,Aug-2020,501.8195836,675.0646847,636.2815703,141.7464123,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Ladakh,2020-21,Aug-2020,1.5184732,1.9758909,0.8186711,0.2390565,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Jammu and Kashmir,2020-21,Aug-2020,69.6126463,121.5595426,130.3157922,4.3448983,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Himachal Pradesh,2020-21,Aug-2020,99.8439699,140.790576,354.8503646,1.1926381,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Punjab,2020-21,Aug-2020,277.2439461,457.0822857,385.8176712,18.2788111,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Chandigarh,2020-21,Aug-2020,26.3415985,36.6128326,74.8774896,0.6942564,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Uttarakhand,2020-21,Aug-2020,184.5955684,249.4421458,564.1949223,7.5224472,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Haryana,2020-21,Aug-2020,678.3830513,942.0033269,2379.329884,373.2905722,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Delhi,2020-21,Aug-2020,565.2566817,697.4233224,1535.081164,82.4991172,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Rajasthan,2020-21,Aug-2020,693.354776,951.0662743,836.9102177,100.6031934,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Uttar Pradesh,2020-21,Aug-2020,1076.4416934,1659.6810094,1264.9846193,1096.4050801,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Bihar,2020-21,Aug-2020,249.0047155,437.0011229,121.2056826,159.6331673,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Sikkim,2020-21,Aug-2020,10.9995148,12.9599439,123.2324238,0.0122106,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Arunachal Pradesh,2020-21,Aug-2020,13.1487491,17.3295352,4.5433101,0.0229759,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Tamil Nadu,2020-21,Aug-2020,1381.1757588,1868.6917156,1534.7775348,458.8189784,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Nagaland,2020-21,Aug-2020,12.1445381,15.6553401,3.2404717,0.3154137,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Manipur,2020-21,Aug-2020,9.7515792,14.2088524,2.1356856,0.0020873,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Mizoram,2020-21,Aug-2020,3.9393623,6.7390138,1.4426751,0.0185284,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Tripura,2020-21,Aug-2020,15.7997628,22.0654418,5.1599856,0.1067596,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Meghalaya,2020-21,Aug-2020,16.4648373,21.3776388,70.212254,0.1318942,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Assam,2020-21,Aug-2020,201.164035,270.3505737,232.1093828,5.3504163,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
West Bengal,2020-21,Aug-2020,896.7715793,1162.7554969,754.0915707,239.3226634,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Jharkhand,2020-21,Aug-2020,278.9817384,360.1350454,514.7370291,344.157396,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Odisha,2020-21,Aug-2020,538.9064075,686.1505327,630.1436662,493.0834639,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Chattisgarh,2020-21,Aug-2020,378.4415244,443.942411,697.3460654,474.6955537,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Madhya Pradesh,2020-21,Aug-2020,520.6904002,698.8545098,560.5686967,428.7281054,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Gujarat,2020-21,Aug-2020,1591.6096334,1902.6904389,2079.7558816,455.7328281,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Daman and Diu,2020-21,Aug-2020,8.3356737,11.2834529,50.7515539,0.001909,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Dadra and Nagar Haveli,2020-21,Aug-2020,13.3945542,16.460077,115.5142939,0.0270657,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Maharashtra,2020-21,Aug-2020,2992.9993011,3690.0558329,4197.7947803,720.9193045,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Karnataka,2020-21,Aug-2020,1440.6640164,1848.1861269,1717.3920947,495.7454531,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Goa,2020-21,Aug-2020,41.9222856,60.5187106,110.1940239,0.6067597,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Lakshadweep,2020-21,Aug-2020,0.1628886,0.1740317,0.0686168,,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020"
Manipur,2021-22,Aug-2021,15.8439307,23.2022068,5.4326768,0.0409283,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Uttarakhand,2021-22,Aug-2021,213.2925325,303.1724035,566.184655,6.8440065,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Bihar,2021-22,Aug-2021,287.832304,478.6689544,144.7337873,125.71946,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Andhra Pradesh,2021-22,Aug-2021,626.6141004,867.8272634,956.4799226,140.5704745,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Haryana,2021-22,Aug-2021,941.229881,1287.056576,2902.082662,487.2888899,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Mizoram,2021-22,Aug-2021,5.8922654,8.0496038,1.9727424,0.032614,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Delhi,2021-22,Aug-2021,721.3878008,876.0092163,1926.192136,81.8900017,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Goa,2021-22,Aug-2021,63.2793029,92.3722657,128.2638334,1.1056478,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Tripura,2021-22,Aug-2021,21.140118,27.6544739,6.9566503,0.1587298,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Meghalaya,2021-22,Aug-2021,22.6377473,27.5996564,66.9532118,2.168961,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Jammu and Kashmir,2021-22,Aug-2021,102.6225976,154.2935074,126.3436918,8.5678467,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Daman and Diu,2021-22,Aug-2021,0.1085672,0.098096,0.6453896,1.8e-05,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Assam,2021-22,Aug-2021,273.3173989,338.0158859,315.810505,31.6320632,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Kerala,2021-22,Aug-2021,494.285886,710.6898214,404.1917749,2.7584552,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Uttar Pradesh,2021-22,Aug-2021,1377.190866,1903.536699,1621.479032,1043.914841,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Punjab,2021-22,Aug-2021,363.1658115,529.7583695,502.9374677,18.2731134,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
West Bengal,2021-22,Aug-2021,1118.610113,1396.347597,900.1181911,263.3769268,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Lakshadweep,2021-22,Aug-2021,0.6032901,0.6537915,0.0551395,0,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Himachal Pradesh,2021-22,Aug-2021,115.2297775,173.9890497,414.1567674,0.7894508,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Odisha,2021-22,Aug-2021,792.9298645,956.4717964,948.2063157,618.9404047,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Chattisgarh,2021-22,Aug-2021,455.5551133,536.6280798,812.903238,585.4092958,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Madhya Pradesh,2021-22,Aug-2021,578.8690769,767.3083361,630.0130068,461.8717382,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Ladakh,2021-22,Aug-2021,4.7329232,6.0456295,3.569461,0.0025531,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Rajasthan,2021-22,Aug-2021,797.7082434,1029.310328,1057.054838,164.4548335,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
Karnataka,2021-22,Aug-2021,1789.7076,2284.474526,2551.264714,804.0152263,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021"
